vh.gene	HCDR3.length	hcdr3.hydrophobicity	vl.gene	LCDR3.length	mut.freq	fwrs.mut.freq	VH1.lcdr3_5	VH1-69.VK3-20.GW	is.bnAb
IGHV1-46	13	4.45	IGLV7-43	9	0.0	0.0	0	0	0
IGHV3-9	16	4.3	IGKV3D-20	10	0.0	0.0	0	0	0
IGHV4-61	11	1.55	IGKV1-6	9	0.08	0.07	0	0	0
IGHV3-30	15	4.1499999999999995	IGKV4-1	9	0.0	0.0	0	0	0
IGHV3-15	14	2.0	IGLV1-47	11	0.04	0.0	0	0	0
IGHV3-74	18	2.3	IGKV3-11	9	0.05	0.04	0	0	0
IGHV3-33	15	1.8	IGKV4-1	9	0.0	0.0	0	0	0
IGHV3-21	18	2.5	IGKV2-28	9	0.0	0.0	0	0	0
IGHV4-4	14	2.8	IGKV3-20	9	0.0	0.0	0	0	0
IGHV5-51	13	1.75	IGLV3-1	9	0.06	0.05	0	0	0
IGHV3-23	20	2.7500000000000004	IGLV3-21	11	0.09	0.06	0	0	0
IGHV3-23	20	3.25	IGLV2-14	10	0.13	0.09	0	0	0
IGHV5-51	13	1.1	IGKV3-11	9	0.09	0.09	0	0	0
IGHV3-23	20	5.6499999999999995	IGLV2-8	11	0.02	0.02	0	0	0
IGHV5-51	13	1.4	IGLV2-11	11	0.29	0.27	0	0	0
IGHV5-51	13	1.1	IGKV3-11	11	0.1	0.1	0	0	0
IGHV3-23	20	3.8500000000000005	IGKV1-9	9	0.18	0.17	0	0	0
IGHV5-51	13	0.9	IGLV2-14	10	0.03	0.01	0	0	0
IGHV3-49	16	3.3000000000000003	IGLV1-40	11	0.04	0.02	0	0	0
IGHV1-2	16	4.05	IGLV2-23	11	0.02	0.02	0	0	0
IGHV5-51	13	2.65	IGKV2-40	9	0.12	0.1	0	0	0
IGHV3-21	16	2.0	IGKV3-20	9	0.11	0.07	0	0	0
IGHV5-51	13	0.8	IGKV1-33	9	0.14	0.15	0	0	0
IGHV3-21	16	2.85	IGKV3-11	9	0.11	0.07	0	0	0
IGHV5-51	13	1.1	IGKV3-15	10	0.19	0.2	0	0	0
IGHV3-21	16	3.1500000000000004	IGLV1-40	11	0.06	0.05	0	0	0
IGHV5-51	13	0.8	IGLV1-40	10	0.2	0.18	0	0	0
IGHV3-21	16	3.5	IGKV1D-12	9	0.0	0.0	0	0	0
IGHV5-51	13	1.45	IGKV3-20	10	0.1	0.09	0	0	0
IGHV3-9	16	3.0	IGKV3-20	9	0.0	0.0	0	0	0
IGHV3-23	10	1.5499999999999998	IGKV2-24	9	0.15	0.13	0	0	0
IGHV3-23	13	1.6500000000000001	IGKV1-16	9	0.03	0.02	0	0	0
IGHV4-61	11	2.4000000000000004	IGLV6-57	10	0.11	0.11	0	0	0
IGHV4-4	18	2.5500000000000003	IGLV1-40	11	0.0	0.0	0	0	0
IGHV3-15	14	2.15	IGKV4-1	9	0.02	0.01	0	0	0
IGHV3-64D	15	4.5	IGKV1-27	10	0.0	0.0	0	0	0
IGHV1-8	14	3.15	IGKV3-11	11	0.0	0.0	0	0	0
IGHV4-4	14	1.15	IGLV2-8	11	0.0	0.0	0	0	0
IGHV5-51	13	1.0	IGLV2-11	11	0.23	0.21	0	0	0
IGHV5-51	13	1.0	IGLV2-11	11	0.23	0.21	0	0	0
IGHV5-51	13	1.0	IGLV2-11	11	0.25	0.22	0	0	0
IGHV3-21	16	3.25	IGKV3-11	9	0.12	0.09	0	0	0
IGHV3-13	16	2.5500000000000003	IGLV2-14	10	0.08	0.05	0	0	0
IGHV5-51	13	1.0	IGLV2-11	11	0.22	0.22	0	0	0
IGHV3-13	16	4.3	IGLV2-14	10	0.06	0.04	0	0	0
IGHV5-51	13	4.550000000000001	IGLV3-25	10	0.04	0.04	0	0	0
IGHV3-30	16	2.4	IGLV2-14	10	0.08	0.07	0	0	0
IGHV5-51	13	0.7	IGKV1-17	11	0.16	0.17	0	0	0
IGHV4-4	16	1.9000000000000001	IGLV1-40	11	0.06	0.05	0	0	0
IGHV4-39	13	3.4	IGKV1-39	9	0.07	0.07	0	0	0
IGHV3-9	16	3.3000000000000003	IGLV2-11	10	0.06	0.06	0	0	0
IGHV4-39	13	2.45	IGLV3-1	9	0.08	0.06	0	0	0
IGHV3-74	16	3.0500000000000003	IGKV1-39	9	0.06	0.05	0	0	0
IGHV4-39	13	1.25	IGLV1-51	11	0.09	0.07	0	0	0
IGHV4-39	13	2.3000000000000003	IGLV6-57	10	0.2	0.13	0	0	0
IGHV3-11	16	5.6499999999999995	IGKV3-15	11	0.03	0.0	0	0	0
IGHV4-39	13	3.05	IGKV1-39	10	0.0	0.0	0	0	0
IGHV4-39	13	3.05	IGKV1-39	10	0.0	0.0	0	0	0
IGHV3-11	16	0.9999999999999999	IGLV1-47	11	0.09	0.06	0	0	0
IGHV4-39	13	3.1	IGKV1-5	9	0.18	0.13	0	0	0
IGHV3-23	18	4.799999999999999	IGKV2-28	10	0.0	0.0	0	0	0
IGHV3-23	13	2.3000000000000003	IGKV1-9	9	0.09	0.11	0	0	0
IGHV4-4	13	2.3	IGKV3-20	9	0.08	0.06	0	0	0
IGHV3-21	13	2.0500000000000003	IGKV1-39	9	0.0	0.0	0	0	0
IGHV3-30	22	7.799999999999999	IGKV3-20	11	0.0	0.0	0	0	0
IGHV4-61	11	3.2	IGLV3-1	9	0.02	0.01	0	0	0
IGHV4-4	15	3.0500000000000003	IGKV2-28	9	0.03	0.04	0	0	0
IGHV3-9	16	2.6500000000000004	IGLV3-1	9	0.0	0.0	0	0	0
IGHV3-74	18	3.5500000000000003	IGLV2-14	9	0.08	0.06	0	0	0
IGHV4-39	13	3.35	IGKV1-39	9	0.0	0.0	0	0	0
IGHV3-11	16	4.8999999999999995	IGLV1-44	12	0.13	0.11	0	0	0
IGHV4-39	13	1.8	IGLV1-36	11	0.07	0.05	0	0	0
IGHV3-23	16	2.6500000000000004	IGKV1-5	9	0.13	0.1	0	0	0
IGHV4-39	13	2.3	IGLV10-54	11	0.1	0.05	0	0	0
IGHV3-23	16	4.449999999999999	IGLV2-14	10	0.05	0.02	0	0	0
IGHV3-23	16	2.3000000000000003	IGKV2-24	9	0.16	0.13	0	0	0
IGHV4-39	13	1.8500000000000003	IGKV2-24	9	0.11	0.06	0	0	0
IGHV3-23	16	2.75	IGKV3-15	9	0.11	0.06	0	0	0
IGHV3-23	16	3.4000000000000004	IGLV1-40	11	0.08	0.05	0	0	0
IGHV3-23	16	3.4000000000000004	IGLV1-40	11	0.08	0.05	0	0	0
IGHV4-39	13	1.95	IGLV1-40	12	0.03	0.04	0	0	0
IGHV3-23	16	2.4000000000000004	IGLV1-40	11	0.11	0.07	0	0	0
IGHV3-23	16	2.400000000000001	IGKV3D-15	9	0.06	0.02	0	0	0
IGHV4-39	13	3.0500000000000003	IGKV4-1	9	0.06	0.04	0	0	0
IGHV3-23	16	2.1	IGLV1-47	11	0.05	0.02	0	0	0
IGHV4-39	13	1.85	IGLV3-19	11	0.17	0.13	0	0	0
IGHV3-23	16	3.5500000000000003	IGKV3-20	9	0.09	0.07	0	0	0
IGHV4-39	13	1.65	IGKV3-20	9	0.11	0.05	0	0	0
IGHV1-46	11	1.5499999999999998	IGKV2D-29	9	0.1	0.06	0	0	0
IGHV3-9	22	1.8	IGKV1-8	9	0.0	0.0	0	0	0
IGHV3-23	13	2.25	IGKV2-28	9	0.07	0.05	0	0	0
IGHV3-21	13	2.95	IGKV1-5	9	0.03	0.01	0	0	0
IGHV4-59	13	1.85	IGLV3-21	11	0.0	0.0	0	0	0
IGHV3-66	17	2.45	IGKV2-29	8	0.0	0.0	0	0	0
IGHV4-38-2	15	2.4	IGKV3-15	16	0.18	0.15	0	0	0
IGHV3-30	16	1.75	IGKV2-28	9	0.0	0.0	0	0	0
IGHV3-48	19	5.999999999999999	IGKV2-30	10	0.0	0.0	0	0	0
IGHV3-23	18	4.6499999999999995	IGLV1-40	10	0.0	0.0	0	0	0
IGHV3-23	16	1.6000000000000003	IGLV1-51	12	0.0	0.0	0	0	0
IGHV4-39	13	2.95	IGLV3-19	11	0.16	0.12	0	0	0
IGHV3-23	16	2.6500000000000004	IGKV3-15	9	0.09	0.05	0	0	0
IGHV4-39	13	0.8	IGLV2-14	11	0.15	0.13	0	0	0
IGHV3-23	16	2.2	IGLV2-14	11	0.08	0.04	0	0	0
IGHV4-39	13	1.2500000000000002	IGLV2-8	11	0.12	0.07	0	0	0
IGHV3-23	16	2.2	IGKV3-20	10	0.05	0.06	0	0	0
IGHV4-39	13	2.35	IGKV4-1	9	0.01	0.0	0	0	0
IGHV3-30-3	16	4.35	IGLV2-18	10	0.12	0.07	0	0	0
IGHV4-39	13	1.55	IGKV4-1	9	0.07	0.06	0	0	0
IGHV3-21	13	1.5000000000000002	IGKV1-39	9	0.1	0.06	0	0	0
IGHV3-30-3	16	3.7	IGKV3-11	11	0.08	0.06	0	0	0
IGHV3-21	13	2.1	IGKV1-5	9	0.0	0.0	0	0	0
IGHV3-21	13	1.15	IGKV1-12	9	0.0	0.0	0	0	0
IGHV3-30-3	16	1.4500000000000002	IGLV3-21	11	0.17	0.11	0	0	0
IGHV3-21	13	2.5	IGKV1D-16	9	0.09	0.01	0	0	0
IGHV3-30-3	16	2.75	IGKV3-20	10	0.04	0.05	0	0	0
IGHV3-30-3	16	2.75	IGKV3-20	10	0.03	0.04	0	0	0
IGHV3-21	13	2.1	IGKV3-20	9	0.12	0.11	0	0	0
IGHV3-30	16	2.0	IGKV3-20	10	0.11	0.06	0	0	0
IGHV2-5	17	2.35	IGKV2-29	9	0.01	0.01	0	0	0
IGHV3-23	13	0.7	IGLV2-14	11	0.1	0.07	0	0	0
IGHV3-7	16	4.15	IGKV1-5	9	0.0	0.0	0	0	0
IGHV3-20	17	2.55	IGKV1-5	9	0.18	0.16	0	0	0
IGHV1-69	18	2.6500000000000004	IGLV3-19	12	0.09	0.06	0	0	0
IGHV3-30	16	2.15	IGKV1-39	10	0.0	0.0	0	0	0
IGHV3-48	19	4.1499999999999995	IGLV1-44	11	0.0	0.0	0	0	0
IGHV3-53	15	4.55	IGLV2-11	10	0.0	0.0	0	0	0
IGHV1-46	11	1.65	IGLV2-14	9	0.1	0.09	0	0	0
IGHV3-21	13	1.55	IGKV1-NL1	9	0.04	0.04	0	0	0
IGHV3-30	16	1.6500000000000001	IGLV3-21	11	0.05	0.01	0	0	0
IGHV3-30	16	3.3000000000000003	IGKV3-15	10	0.2	0.18	0	0	0
IGHV3-21	13	0.95	IGKV1-16	9	0.09	0.01	0	0	0
IGHV3-21	13	2.55	IGKV1-12	9	0.0	0.0	0	0	0
IGHV3-30	16	4.1499999999999995	IGKV3-20	10	0.06	0.02	0	0	0
IGHV3-30	16	4.1499999999999995	IGKV3-20	10	0.06	0.02	0	0	0
IGHV3-30	16	2.4000000000000004	IGKV3-20	9	0.18	0.15	0	0	0
IGHV3-21	13	0.95	IGKV1-5	8	0.11	0.09	0	0	0
IGHV3-21	13	0.7	IGKV1-5	8	0.16	0.13	0	0	0
IGHV3-30	16	4.35	IGKV3-20	10	0.07	0.06	0	0	0
IGHV3-21	13	3.0500000000000003	IGKV2-29	9	0.04	0.01	0	0	0
IGHV3-21	13	2.6500000000000004	IGKV2-29	9	0.04	0.01	0	0	0
IGHV3-21	13	2.6500000000000004	IGKV2-29	9	0.05	0.01	0	0	0
IGHV3-21	13	2.6500000000000004	IGKV2-29	9	0.05	0.01	0	0	0
IGHV3-21	13	3.2	IGKV3-11	11	0.11	0.09	0	0	0
IGHV3-21	13	2.95	IGKV2-28	9	0.04	0.0	0	0	0
IGHV3-49	20	3.3000000000000003	IGKV3-20	11	0.12	0.1	0	0	0
IGHV3-49	20	2.65	IGKV3-20	11	0.16	0.12	0	0	0
IGHV3-15	16	1.8499999999999999	IGLV3-21	13	0.1	0.07	0	0	0
IGHV3-21	13	3.95	IGKV3-15	11	0.12	0.1	0	0	0
IGHV3-74	13	0.9	IGKV1-39	9	0.01	0.01	0	0	0
IGHV3-15	16	1.25	IGLV6-57	9	0.05	0.02	0	0	0
IGHV3-15	16	1.25	IGLV6-57	9	0.05	0.02	0	0	0
IGHV3-15	16	1.25	IGLV6-57	9	0.05	0.02	0	0	0
IGHV4-38-2	16	3.4000000000000004	IGKV3-20	8	0.16	0.16	0	0	0
IGHV3-74	13	1.9000000000000004	IGLV2-14	10	0.13	0.06	0	0	0
IGHV1-46	11	2.3000000000000003	IGLV2-14	10	0.08	0.07	0	0	0
IGHV4-59	18	2.1	IGKV3-15	10	0.09	0.07	0	0	0
IGHV3-30	16	3.05	IGKV4-1	8	0.12	0.09	0	0	0
IGHV3-30-3	18	2.0	IGKV3-11	9	0.17	0.15	0	0	0
IGHV1-2	16	2.4000000000000004	IGLV1-51	11	0.0	0.0	0	0	0
IGHV3-48	21	3.150000000000001	IGKV1-39	10	0.0	0.0	0	0	0
IGHV1-18	10	0.6	IGLV2-14	10	0.12	0.09	0	0	0
IGHV4-61	21	2.6000000000000005	IGLV1-40	11	0.12	0.09	0	0	0
IGHV1-18	15	2.5	IGLV3-10	11	0.03	0.01	0	0	0
IGHV5-51	19	4.499999999999999	IGKV2-28	9	0.0	0.0	0	0	0
IGHV4-38-2	16	4.1499999999999995	IGLV3-1	9	0.0	0.0	0	0	0
IGHV3-66	8	0.7	IGLV7-46	10	0.07	0.05	0	0	0
IGHV4-34	16	2.6500000000000004	IGKV3-11	5	0.02	0.01	0	0	0
IGHV3-48	8	2.2	IGLV1-44	11	0.12	0.07	0	0	0
IGHV3-48	8	2.2	IGLV1-44	11	0.12	0.09	0	0	0
IGHV3-30	16	1.3	IGKV1-39	9	0.15	0.15	0	0	0
IGHV3-30	13	1.8000000000000003	IGLV1-51	11	0.11	0.09	0	0	0
IGHV3-30-3	16	2.0000000000000004	IGKV3-20	9	0.09	0.1	0	0	0
IGHV3-15	8	0.95	IGLV7-46	9	0.06	0.04	0	0	0
IGHV3-30	16	2.5000000000000004	IGKV3-11	8	0.12	0.09	0	0	0
IGHV3-15	8	1.75	IGKV3-20	9	0.12	0.07	0	0	0
IGHV3-30	16	1.9000000000000004	IGKV3-15	10	0.11	0.07	0	0	0
IGHV3-15	8	0.1	IGLV1-47	11	0.04	0.04	0	0	0
IGHV3-30	16	1.1	IGKV1-39	9	0.06	0.05	0	0	0
IGHV1-46	8	1.9500000000000002	IGLV3-19	11	0.12	0.07	0	0	0
IGHV1-46	8	1.9500000000000002	IGLV3-19	11	0.08	0.05	0	0	0
IGHV1-46	8	1.2000000000000002	IGLV3-19	11	0.11	0.1	0	0	0
IGHV1-46	8	1.9500000000000002	IGLV3-19	11	0.12	0.07	0	0	0
IGHV1-46	8	1.9500000000000002	IGLV3-19	11	0.12	0.07	0	0	0
IGHV1-46	8	1.9500000000000002	IGLV3-19	11	0.08	0.05	0	0	0
IGHV1-46	8	1.9500000000000002	IGLV3-19	11	0.1	0.06	0	0	0
IGHV1-46	8	1.2000000000000002	IGLV3-19	11	0.12	0.11	0	0	0
IGHV3-72	8	0.95	IGKV2-30	10	0.06	0.05	0	0	0
IGHV3-30	16	2.7000000000000006	IGKV1-12	9	0.13	0.06	0	0	0
IGHV3-23	20	1.9500000000000004	IGKV3-15	9	0.11	0.06	0	0	0
IGHV3-64D	8	1.9500000000000002	IGKV4-1	9	0.11	0.09	0	0	0
IGHV1-8	13	2.2	IGLV2-8	9	0.03	0.02	0	0	0
IGHV3-23	20	2.8000000000000003	IGKV3-15	9	0.06	0.05	0	0	0
IGHV5-51	13	1.7000000000000002	IGLV1-40	12	0.08	0.07	0	0	0
IGHV3-9	10	1.45	IGLV1-44	11	0.04	0.05	0	0	0
IGHV1-46	11	0.8	IGLV1-40	11	0.28	0.26	0	0	0
IGHV3-7	22	3.7500000000000004	IGKV2-30	9	0.0	0.0	0	0	0
IGHV4-59	18	4.15	IGKV1-39	8	0.0	0.0	0	0	0
IGHV1-18	15	2.2	IGLV2-14	10	0.0	0.0	0	0	0
IGHV2-5	18	4.9	IGKV1-8	9	0.0	0.0	0	0	0
IGHV3-30	16	1.9500000000000002	IGKV1-6	9	0.05	0.06	0	0	0
IGHV4-61	19	2.6500000000000004	IGLV3-21	13	0.0	0.0	0	0	0
IGHV3-53	13	1.85	IGKV3-11	11	0.0	0.0	0	0	0
IGHV3-23	20	2.2	IGKV1-39	9	0.11	0.07	0	0	0
IGHV1-8	13	2.3	IGKV1-27	9	0.07	0.07	0	0	0
IGHV4-61	16	2.5500000000000003	IGKV3-15	9	0.14	0.1	0	0	0
IGHV4-34	8	2.2	IGLV2-14	10	0.08	0.09	0	0	0
IGHV4-61	16	4.0	IGKV1-39	8	0.09	0.05	0	0	0
IGHV4-34	8	0.30000000000000004	IGKV3-11	9	0.03	0.02	0	0	0
IGHV4-39	16	2.6500000000000004	IGKV3-20	9	0.02	0.01	0	0	0
IGHV3-11	8	0.8	IGKV1-33	10	0.07	0.05	0	0	0
IGHV3-48	16	3.4	IGKV3-20	9	0.1	0.05	0	0	0
IGHV3-30-3	8	1.35	IGLV8-61	10	0.12	0.07	0	0	0
IGHV3-30-3	8	1.05	IGKV2-24	9	0.11	0.09	0	0	0
IGHV3-30-3	8	0.1	IGKV1-6	9	0.17	0.12	0	0	0
IGHV3-53	16	3.5500000000000003	IGKV3-15	10	0.04	0.02	0	0	0
IGHV3-53	16	3.5500000000000003	IGKV3-15	10	0.04	0.02	0	0	0
IGHV3-53	16	3.5500000000000003	IGKV3-15	10	0.04	0.02	0	0	0
IGHV3-53	16	3.5500000000000003	IGKV3-15	10	0.04	0.02	0	0	0
IGHV3-53	16	3.5500000000000003	IGKV3-15	10	0.04	0.02	0	0	0
IGHV3-53	16	3.5500000000000003	IGKV3-15	10	0.04	0.02	0	0	0
IGHV3-53	16	3.5500000000000003	IGKV3-15	10	0.04	0.02	0	0	0
IGHV3-53	16	3.5500000000000003	IGKV3-15	10	0.04	0.02	0	0	0
IGHV3-53	16	3.5500000000000003	IGKV3-15	10	0.04	0.02	0	0	0
IGHV6-1	16	2.95	IGLV7-43	11	0.07	0.06	0	0	0
IGHV5-10-1	13	1.45	IGKV3-15	10	0.03	0.01	0	0	0
IGHV4-38-2	16	3.85	IGKV3-20	9	0.04	0.02	0	0	0
IGHV5-10-1	13	3.2	IGLV2-14	9	0.04	0.04	0	0	0
IGHV4-38-2	16	3.4	IGKV1-12	9	0.11	0.12	0	0	0
IGHV3-7	8	1.9	IGKV2-30	9	0.08	0.06	0	0	0
IGHV5-51	13	1.0	IGLV3-19	12	0.07	0.04	0	0	0
IGHV4-39	13	1.75	IGLV1-40	11	0.0	0.0	0	0	0
IGHV2-5	18	1.4	IGLV2-14	11	0.07	0.06	0	0	0
IGHV5-51	14	0.8999999999999999	IGKV1-12	9	0.15	0.16	0	0	0
IGHV4-39	12	1.8000000000000003	IGKV1D-12	9	0.0	0.0	0	0	0
IGHV1-18	15	3.95	IGKV4-1	9	0.0	0.0	0	0	0
IGHV4-4	17	3.05	IGKV1-39	9	0.0	0.0	0	0	0
IGHV3-72	20	1.35	IGKV1-39	9	0.06	0.04	0	0	0
IGHV5-10-1	13	1.45	IGLV2-11	10	0.13	0.1	0	0	0
IGHV4-38-2	16	2.6	IGKV3-11	9	0.2	0.21	0	0	0
IGHV4-38-2	16	2.3	IGLV3-21	13	0.18	0.16	0	0	0
IGHV5-10-1	13	2.4	IGLV2-14	10	0.01	0.0	0	0	0
IGHV4-38-2	16	4.550000000000001	IGKV1-33	9	0.05	0.05	0	0	0
IGHV5-10-1	13	1.05	IGLV1-40	11	0.21	0.17	0	0	0
IGHV5-10-1	13	2.3	IGLV5-37	9	0.0	0.0	0	0	0
IGHV4-38-2	16	0.6	IGKV1-5	9	0.07	0.05	0	0	0
IGHV4-38-2	16	2.5500000000000003	IGKV3-15	9	0.08	0.07	0	0	0
IGHV5-10-1	13	0.95	IGKV3-15	10	0.0	0.0	0	0	0
IGHV4-4	16	1.9000000000000001	IGKV3-20	10	0.13	0.09	0	0	0
IGHV5-10-1	13	2.2	IGKV1-33	8	0.04	0.02	0	0	0
IGHV1-18	13	2.0	IGKV2-28	9	0.13	0.1	0	0	0
IGHV4-4	16	0.9	IGKV1-5	9	0.06	0.05	0	0	0
IGHV1-18	13	1.6	IGKV1-5	9	0.03	0.02	0	0	0
IGHV4-4	16	4.3	IGKV1-5	8	0.08	0.05	0	0	0
IGHV1-18	13	2.3000000000000003	IGKV1D-12	9	0.12	0.09	0	0	0
IGHV3-66	16	2.55	IGKV3-15	10	0.08	0.05	0	0	0
IGHV3-66	16	4.2	IGKV1-5	8	0.01	0.01	0	0	0
IGHV1-2	16	1.7999999999999998	IGKV3-20	10	0.0	0.0	0	0	0
IGHV1-69	14	2.2	IGLV1-51	11	0.0	0.0	0	0	0
IGHV3-7	8	2.85	IGLV3-10	11	0.0	0.0	0	0	0
IGHV4-39	13	1.95	IGKV1-5	10	0.12	0.1	0	0	0
IGHV4-39	13	1.95	IGKV1-5	10	0.12	0.1	0	0	0
IGHV5-51	17	3.1	IGKV1-27	9	0.0	0.0	0	0	0
IGHV1-8	18	3.95	IGLV2-14	11	0.0	0.0	0	0	0
IGHV5-51	13	1.5	IGKV4-1	10	0.07	0.05	0	0	0
IGHV4-39	22	5.5	IGKV3-20	9	0.0	0.0	0	0	0
IGHV1-46	11	0.95	IGKV3-15	10	0.19	0.22	0	0	0
IGHV1-18	15	3.0500000000000003	IGLV1-44	11	0.0	0.0	0	0	0
IGHV4-39	13	1.95	IGKV1-5	9	0.12	0.1	0	0	0
IGHV3-30	18	4.949999999999999	IGLV7-43	11	0.0	0.0	0	0	0
IGHV1-69	12	3.3000000000000003	IGKV3-20	9	0.0	0.0	0	0	0
IGHV3-72	13	2.75	IGKV1-5	9	0.0	0.0	0	0	0
IGHV2-5	11	3.85	IGLV1-40	11	0.0	0.0	0	0	0
IGHV4-4	14	1.5	IGLV3-10	10	0.0	0.0	0	0	0
IGHV1-8	19	5.3999999999999995	IGKV1-6	9	0.0	0.0	0	0	0
IGHV4-4	17	2.45	IGLV2-14	11	0.07	0.05	0	0	0
IGHV3-7	21	2.6500000000000004	IGLV1-47	11	0.08	0.07	0	0	0
IGHV1-18	13	2.1	IGLV1-40	11	0.05	0.02	0	0	0
IGHV3-66	16	4.65	IGKV1-39	10	0.06	0.06	0	0	0
IGHV1-18	13	1.75	IGLV1-51	10	0.07	0.07	0	0	0
IGHV3-66	16	3.05	IGLV2-8	10	0.11	0.05	0	0	0
IGHV5-10-1	16	0.9999999999999999	IGKV3-15	9	0.09	0.09	0	0	0
IGHV4-61	8	1.0	IGKV3-11	11	0.15	0.12	0	0	0
IGHV5-10-1	16	0.9	IGKV6D-21	9	0.13	0.12	0	0	0
IGHV1-18	8	1.7	IGKV1-16	9	0.07	0.06	0	0	0
IGHV1-18	8	2.7	IGKV1-16	9	0.12	0.09	0	0	0
IGHV4-30-2	16	2.05	IGKV1-5	9	0.13	0.11	0	0	0
IGHV1-18	8	2.1	IGKV1-5	9	0.13	0.12	0	0	0
IGHV3-74	16	2.5500000000000003	IGLV3-10	11	0.07	0.02	0	0	0
IGHV3-74	16	3.2	IGLV2-14	11	0.06	0.05	0	0	0
IGHV1-18	8	0.95	IGLV7-46	9	0.01	0.01	0	0	0
IGHV3-74	16	0.7	IGKV4-1	9	0.08	0.07	0	0	0
IGHV4-31	8	0.5	IGLV1-44	11	0.1	0.07	0	0	0
IGHV1-2	13	2.0500000000000003	IGLV3-1	9	0.15	0.17	0	0	0
IGHV6-1	16	2.8000000000000003	IGLV3-1	9	0.09	0.09	0	0	0
IGHV1-2	13	1.55	IGKV1D-12	9	0.19	0.16	0	0	0
IGHV3-66	16	4.3999999999999995	IGKV3-15	10	0.19	0.17	0	0	0
IGHV7-4-1	20	4.35	IGKV1-39	9	0.07	0.06	0	0	0
IGHV4-59	18	3.35	IGKV3-20	9	0.0	0.0	0	0	0
IGHV3-64	20	3.8	IGKV3-20	9	0.0	0.0	0	0	0
IGHV1-69	14	2.8000000000000003	IGKV3-11	9	0.0	0.0	0	0	0
IGHV5-51	13	1.0	IGLV6-57	11	0.01	0.0	0	0	0
IGHV1-18	17	3.4000000000000004	IGLV1-40	12	0.12	0.09	0	0	0
IGHV4-39	13	2.1	IGKV3-20	9	0.04	0.01	0	0	0
IGHV2-70	16	3.25	IGLV2-14	11	0.0	0.0	0	0	0
IGHV1-3	17	3.2500000000000004	IGKV3-20	9	0.2	0.16	0	0	0
IGHV1-18	15	3.7	IGLV1-40	10	0.0	0.0	0	0	0
IGHV1-2	13	1.6500000000000001	IGLV1-47	13	0.04	0.01	0	0	0
IGHV1-24	16	0.7	IGKV3-20	9	0.34	0.33	0	0	0
IGHV1-24	16	1.6500000000000001	IGLV3-21	11	0.15	0.16	0	0	0
IGHV1-2	13	2.8	IGLV2-14	10	0.12	0.09	0	0	0
IGHV1-24	16	1.95	IGKV3-15	8	0.02	0.02	0	0	0
IGHV1-2	13	1.2500000000000002	IGKV1-5	8	0.17	0.2	0	0	0
IGHV4-38-2	20	4.6499999999999995	IGLV2-8	10	0.12	0.09	0	0	0
IGHV1-2	13	1.5	IGLV1-51	11	0.15	0.13	0	0	0
IGHV1-8	15	2.3500000000000005	IGLV3-25	11	0.07	0.06	0	0	0
IGHV2-70	16	1.45	IGKV1-33	8	0.12	0.1	0	0	0
IGHV1-8	15	1.85	IGKV2-28	9	0.15	0.11	0	0	0
IGHV3-48	16	2.25	IGKV3-11	10	0.12	0.07	0	0	0
IGHV6-1	13	0.9	IGLV1-40	11	0.09	0.1	0	0	0
IGHV3-48	16	3.25	IGKV2-28	9	0.12	0.07	0	0	0
IGHV6-1	13	1.7500000000000002	IGLV2-14	11	0.0	0.0	0	0	0
IGHV3-48	16	3.1000000000000005	IGLV2-14	11	0.06	0.04	0	0	0
IGHV3-23	8	1.45	IGKV2-30	9	0.09	0.07	0	0	0
IGHV3-48	16	1.9000000000000001	IGKV3D-15	12	0.1	0.06	0	0	0
IGHV3-23	8	0.95	IGKV2-30	9	0.08	0.04	0	0	0
IGHV4-59	22	5.799999999999999	IGLV1-51	12	0.07	0.05	0	0	0
IGHV4-59	18	4.5	IGKV3-20	10	0.0	0.0	0	0	0
IGHV3-33	16	2.3000000000000003	IGLV1-40	13	0.0	0.0	0	0	0
IGHV3-11	16	1.65	IGKV1D-8	9	0.0	0.0	0	0	0
IGHV3-11	16	1.65	IGKV1D-8	9	0.0	0.0	0	0	0
IGHV7-4-1	20	4.0	IGLV1-51	11	0.12	0.12	0	0	0
IGHV5-51	18	2.8000000000000003	IGLV1-51	12	0.12	0.09	0	0	0
IGHV5-51	13	0.9	IGLV1-44	12	0.0	0.0	0	0	0
IGHV5-51	13	0.9	IGLV1-44	12	0.0	0.0	0	0	0
IGHV4-39	17	2.3	IGLV4-69	9	0.05	0.04	0	0	0
IGHV1-69	14	1.75	IGLV2-14	11	0.0	0.0	0	0	0
IGHV1-18	15	3.5000000000000004	IGKV2-28	9	0.0	0.0	0	0	0
IGHV5-51	16	4.1	IGKV3-20	9	0.13	0.11	0	0	0
IGHV3-23	8	2.1	IGKV1-5	9	0.11	0.07	0	0	0
IGHV3-23	8	3.1	IGKV1-16	9	0.06	0.05	0	0	0
IGHV5-51	16	2.55	IGKV3-20	10	0.18	0.16	0	0	0
IGHV3-23	8	1.05	IGLV10-54	11	0.06	0.01	0	0	0
IGHV5-51	16	2.0500000000000003	IGKV1D-16	9	0.08	0.06	0	0	0
IGHV5-51	16	1.85	IGKV2-28	9	0.15	0.15	0	0	0
IGHV3-23	8	0.6	IGLV7-46	9	0.12	0.04	0	0	0
IGHV5-51	16	3.65	IGKV3-15	9	0.05	0.02	0	0	0
